danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,duration_ms,time_signature,spotify_song,spotify_album,spotify_artist,billboard_name,billboard_artist,popularity,release_date,explicit,billboard_df_index
0.693,0.822,1,-6.01,1,0.102,0.0995,1.73e-05,0.061,0.765,121.969,audio_features,2wNGoon7FlKnVEyYS1ZRBQ,spotify:track:2wNGoon7FlKnVEyYS1ZRBQ,207480,4,Sweet Dreams,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,sweet dreams,beyonce knowles,67,2008,False,5086
0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,230760,4,Use Somebody,Only By The Night,Kings of Leon,use somebody,kings of leon,78,2008-09-23,False,5087
0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,audio_features,1Fo2N5iXRi37maMboaig7O,spotify:track:1Fo2N5iXRi37maMboaig7O,177253,4,Undo It,Play On,Carrie Underwood,undo it,carrie underwood,63,2009,False,5088
0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,audio_features,4vVTI94F9uJ8lHNDWKv0i2,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,201947,4,Eenie Meenie,Eenie Meenie,Sean Kingston,eenie meenie,sean kingston,76,2010-03-23,False,5089
0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,audio_features,1kMuU3TNQvHbqvXCWBodmP,spotify:track:1kMuU3TNQvHbqvXCWBodmP,271947,4,Right Above It,I Am Not A Human Being,Lil Wayne,right above it,lil wayne,70,2010-01-01,True,5090
0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,audio_features,02eD9ymfJOJOhM97HYp5R9,spotify:track:02eD9ymfJOJOhM97HYp5R9,236627,4,The House That Built Me,Revolution,Miranda Lambert,the house that built me,miranda lambert,69,2009-09-24,False,5091
0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,4aY0tZIaboefmkBEsjAovI,spotify:track:4aY0tZIaboefmkBEsjAovI,222773,4,If I Die Young,The Band Perry,The Band Perry,if i die young,the band perry,64,2010,False,5092
0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.71,audio_features,5m6hYy4M4XWYBTuXQgbfGk,spotify:track:5m6hYy4M4XWYBTuXQgbfGk,267653,3,The Only Exception,Out of Time Back to the 00's,Paramore,the only exception,paramore,0,2023-05-06,False,5093
0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997,audio_features,4xInIiKipU1mtUogJ3ZdYr,spotify:track:4xInIiKipU1mtUogJ3ZdYr,224867,4,American Honey,Need You Now,Lady A,american honey,lady antebellum,67,2010-01-01,False,5094
0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,audio_features,3VA8T3rNy5V24AXxNK5u9E,spotify:track:3VA8T3rNy5V24AXxNK5u9E,207493,4,King of Anything,Kaleidoscope Heart,Sara Bareilles,king of anything,sara bareilles,62,2010-09-07,False,5095
0.434,0.764,5,-3.45,1,0.0299,0.0534,0.0,0.437,0.309,51.316,audio_features,4gWTBq5Jftq5CEKYpLXD8R,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,206413,4,Life After You,Leave This Town,Daughtry,life after you,daughtry,58,2009-07-14,False,5096
0.552,0.831,4,-3.579,1,0.0319,0.19,0.0,0.38,0.602,141.07,audio_features,7GIxdIAJzcMd6SsOZavp8q,spotify:track:7GIxdIAJzcMd6SsOZavp8q,201933,4,Smile,Country Afternoon Chill,Uncle Kracker,smile,uncle kracker,2,2023-04-29,False,5097
0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,audio_features,61LtVmmkGr8P9I2tSPvdpf,spotify:track:61LtVmmkGr8P9I2tSPvdpf,237480,4,Teach Me How to Dougie,The Kickback,Cali Swag District,teach me how to dougie,cali swag district,68,2011-07-12,True,5098
0.568,0.737,5,-5.653,1,0.081,0.0757,0.0,0.375,0.148,110.26,audio_features,1qimqhqomRivTNZa18KABe,spotify:track:1qimqhqomRivTNZa18KABe,206158,5,Try Sleeping with a Broken Heart (Live from Allianz Park Sao Paulo Brazil),Inesquecivel Sao Paulo Brazil (Live from Allianz Park Sao Paulo Brazil),Alicia Keys,try sleeping with a broken heart,alicia keys,0,2023-05-09,False,5099
0.879,0.567,7,-6.509,1,0.0588,0.186,0.0,0.622,0.948,112.473,audio_features,5UzU0qw21okODBNUnxptVo,spotify:track:5UzU0qw21okODBNUnxptVo,193733,4,"Lover, Lover",Judge Jerrod & The Hung Jury,Jerrod Niemann,lover lover,jerrod niemann,63,2010-07-13,False,5100
0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,4OSBTYWVwsQhGLF9NHvIbR,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,228093,4,Rolling in the Deep,21,Adele,rolling in the deep,adele,83,2011-01-24,True,5101
0.744,0.733,5,-4.061,0,0.141,0.019,0.0,0.26,0.34,130.012,audio_features,21v5IJhghpAhIs6KuqchQ3,spotify:track:21v5IJhghpAhIs6KuqchQ3,264147,4,Party Rock Anthem,Dance Bible,LMFAO,party rock anthem,lmfao,0,2023-05-09,False,5102
0.637,0.867,8,-3.686,1,0.05,0.143,0.0,0.11,0.652,124.069,audio_features,2SDiRIOOVkgNrT9cFVWD5B,spotify:track:2SDiRIOOVkgNrT9cFVWD5B,227973,4,Firework,Florals for Spring,Katy Perry,firework,katy perry,0,2023-05-09,False,5103
0.676,0.794,2,-4.78,0,0.0366,0.0513,0.000392,0.0723,0.161,125.957,audio_features,43WYPxyEfIxlIjNlxQGYzc,spotify:track:43WYPxyEfIxlIjNlxQGYzc,159286,4,Cry About It Later (feat. Luísa Sonza & Bruno Martini),Cry About It Later (feat. Luísa Sonza & Bruno Martini),Katy Perry,et,katy perry,53,2021-04-23,False,5104
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,252307,4,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,give me everything,pitbull,83,2011-06-17,False,5105
0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,2tJulUYLDKOg9XrtVkMgcJ,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,222091,4,Grenade,Doo-Wops & Hooligans,Bruno Mars,grenade,bruno mars,78,2010-10-05,False,5106
0.689,0.837,0,-6.057,1,0.0556,0.189,0.0,0.162,0.753,127.42,audio_features,4SxlJAywcn6HXo0oAxemzt,spotify:track:4SxlJAywcn6HXo0oAxemzt,223067,4,Fuck You,Summer Road Trip,CeeLo Green,fuck you,ceelo green,0,2023-05-04,True,5107
0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,audio_features,3hlksXnvbKogFdPbpO9vel,spotify:track:3hlksXnvbKogFdPbpO9vel,200013,4,Super Bass,Pink Friday (Complete Edition),Nicki Minaj,super bass,nicki minaj,80,2010-11-22,True,5108
0.708,0.784,11,-3.742,0,0.049,0.012,0.0,0.368,0.697,128.015,audio_features,0Eu47ormzgnVirG2TvxnD5,spotify:track:0Eu47ormzgnVirG2TvxnD5,202859,4,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Music For The Road - die besten Roadtrip-Songs,Maroon 5,moves like jagger,maroon 5,5,2023-05-01,False,5109
0.482,0.622,0,-8.642,0,0.259,0.164,0.0,0.0903,0.219,94.056,audio_features,3irR8u6bJNsyNA6TWlFe0R,spotify:track:3irR8u6bJNsyNA6TWlFe0R,219440,4,Just Can’t Get Enough,Mega Hits 2010,The Black Eyed Peas,just cant get enough,the black eyed peas,22,2023-02-01,False,5110
0.73,0.775,3,-5.198,0,0.0482,0.106,0.000442,0.069,0.581,130.002,audio_features,6w5bjeJHSpIkuzYrCKmvxN,spotify:track:6w5bjeJHSpIkuzYrCKmvxN,284867,4,On The Floor,Kickass Tracks Of All Time Vol 13,Jennifer Lopez,on the floor,jennifer lopez,1,2023-05-06,False,5111
0.613,0.73,1,-11.95,1,0.0452,0.00894,0.913,0.184,0.969,124.989,audio_features,40l7oGIGl6P8WScNqjZvX2,spotify:track:40l7oGIGl6P8WScNqjZvX2,109787,4,Smotherly Love,All I See Is You,Rihanna Murillo,sm,rihanna,8,2022-02-12,False,5112
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,239600,4,Pumped Up Kicks,Torches,Foster The People,pumped up kicks,foster the people,84,2011-05-23,False,5113
0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,audio_features,3oHNJECGN3bBoGXejlw2b1,spotify:track:3oHNJECGN3bBoGXejlw2b1,230733,4,Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,last friday night tgif,katy perry,77,2010-08-24,False,5114
0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,audio_features,7j9fi9gEoUMsDzl1B3IpKQ,spotify:track:7j9fi9gEoUMsDzl1B3IpKQ,220733,4,Just the Way You Are,I Am Worthy: Self-Empowerment Pop,Bruno Mars,just the way you are,bruno mars,2,2023-04-27,False,5115
0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,audio_features,79R98MwYRcQZdAzjjzUbiX,spotify:track:79R98MwYRcQZdAzjjzUbiX,231293,4,Tonight (I'm Lovin' You),Euphoria,Enrique Iglesias,tonight im lovin you,enrique iglesias,54,2010,False,5116
0.657,0.925,7,-4.723,1,0.0942,0.00241,0.00379,0.255,0.348,126.997,audio_features,0pHYH21o5nbgtrfULWIHzE,spotify:track:0pHYH21o5nbgtrfULWIHzE,199427,4,Raise Your Glass,Right Now! Today's Hits Remixed,Pinky,raise your glass,pink,16,2013-11-01,False,5117
0.586,0.835,11,-5.117,1,0.146,0.00387,0.0,0.304,0.492,123.936,audio_features,3kWPvpPYAaSfXhAZP28FDa,spotify:track:3kWPvpPYAaSfXhAZP28FDa,260413,4,Born This Way,Möhippa,Lady Gaga,born this way,lady gaga,2,2023-05-04,False,5118
0.434,0.265,8,-13.866,1,0.0489,0.971,0.92,0.102,0.0699,96.019,audio_features,1D9Vcei1RtcBcslsc8cj5A,spotify:track:1D9Vcei1RtcBcslsc8cj5A,228844,4,Fucking Perfect,Piano Pop Lounge,Pink Piano,fuckin perfect,pink,17,2012-02-20,False,5119
0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954,audio_features,6DkXLzBQT7cwXmTyzAB1DJ,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ,263173,4,What's My Name?,Loud (Japan Version),Rihanna,whats my name,rihanna,74,2010-01-01,False,5120
0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,audio_features,3hsmbFKT5Cujb5GQjqEU39,spotify:track:3hsmbFKT5Cujb5GQjqEU39,222587,4,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),F.A.M.E. (Expanded Edition),Chris Brown,look at me now,chris brown,72,2011-03-22,True,5121
0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,audio_features,0x3TibRgnSqzkcwrqBd4iX,spotify:track:0x3TibRgnSqzkcwrqBd4iX,228453,4,Down On Me,All About You,Jeremih,down on me,jeremih,75,2010-01-01,False,5122
0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,audio_features,7xyN0pha5zIbwvXeIADGpe,spotify:track:7xyN0pha5zIbwvXeIADGpe,240307,4,How To Love,Tha Carter IV (Explicit Version),Lil Wayne,how to love,lil wayne,61,2011-01-01,False,5123
0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,audio_features,3bNv3VuUOKgrf5hu3YcuRo,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,285240,4,Someone Like You,21,Adele,someone like you,adele,83,2011-01-24,False,5124
0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,audio_features,6OtCIsQZ64Vs1EbzztvAv4,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,253307,4,Good Life,Waking Up,OneRepublic,good life,onerepublic,74,2009-01-01,True,5125
0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.948,174.943,audio_features,5Dyt5GKy7CSoYnY42vUCGz,spotify:track:5Dyt5GKy7CSoYnY42vUCGz,190213,4,The Lazy Song,Country Afternoon Chill,Bruno Mars,the lazy song,bruno mars,4,2023-04-29,False,5126
0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,audio_features,38iU2jg98IZZEIJPrP7aWD,spotify:track:38iU2jg98IZZEIJPrP7aWD,237947,4,Till the World Ends,Femme Fatale (Deluxe Version),Britney Spears,till the world ends,britney spears,66,2011-03-28,False,5127
0.596,0.91,7,-3.203,1,0.115,0.0205,0.0,0.182,0.631,143.104,audio_features,4AWV9swW61cPZDPddnsX5M,spotify:track:4AWV9swW61cPZDPddnsX5M,240099,4,The Show Goes On,Timeless Classics - Big Hits,Lupe Fiasco,the show goes on,lupe fiasco,1,2023-04-27,True,5128
0.583,0.766,9,-6.47,1,0.0408,0.000348,0.0125,0.108,0.395,127.95,audio_features,4EmNeRacbZX1zlQKt4YeD0,spotify:track:4EmNeRacbZX1zlQKt4YeD0,320627,4,The Edge Of Glory,Möhippa,Lady Gaga,the edge of glory,lady gaga,3,2023-05-04,False,5129
0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,audio_features,3LUWWox8YYykohBbHUrrxd,spotify:track:3LUWWox8YYykohBbHUrrxd,204760,4,We R Who We R,Cannibal (Expanded Edition),Kesha,we r who we r,kesha,73,2010-11-19,False,5130
0.685,0.833,2,-4.548,0,0.0595,0.0627,0.0,0.273,0.575,164.07,audio_features,48bIS1yH0xRlW2q893XThk,spotify:track:48bIS1yH0xRlW2q893XThk,217667,4,Black and Yellow,Party Hip Hop,Wiz Khalifa,black and yellow,wiz khalifa,1,2023-05-05,False,5131
0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,audio_features,2i0AUcEnsDm3dsqLrFWUCq,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,200467,4,Tonight Tonight,Whatever,Hot Chelle Rae,tonight tonight,hot chelle rae,72,2011-11-25,False,5132
0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,audio_features,3pYDZTJM2tVBUhIRifWVzI,spotify:track:3pYDZTJM2tVBUhIRifWVzI,219973,4,Blow,Cannibal (Expanded Edition),Kesha,blow,kesha,69,2010-11-19,False,5133
0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,audio_features,5zpDHEU12zATwLGvozxPw2,spotify:track:5zpDHEU12zATwLGvozxPw2,303813,4,Lighters,Hell: The Sequel (Deluxe),Bad Meets Evil,lighters,bad meets evil,68,2011-01-01,True,5134
0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,4aY0tZIaboefmkBEsjAovI,spotify:track:4aY0tZIaboefmkBEsjAovI,222773,4,If I Die Young,The Band Perry,The Band Perry,if i die young,the band perry,64,2010,False,5135
0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,4ywvnllm7kpaXDsa1VNNpY,spotify:track:4ywvnllm7kpaXDsa1VNNpY,210960,4,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,stereo hearts,gym class heroes,66,2011-11-15,False,5136
0.816,0.814,6,-7.798,0,0.0663,0.0661,2.76e-06,0.602,0.436,127.978,audio_features,4Z41MN53XAqSsCHoGiebZn,spotify:track:4Z41MN53XAqSsCHoGiebZn,307640,4,The Time (Dirty Bit),Mega Hits 2010,The Black Eyed Peas,the time dirty bit,the black eyed peas,21,2023-02-01,False,5137
0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,audio_features,6Iocm6VMu6bVNYwiDoyQFW,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,238693,4,Coming Home,Last Train To Paris,Diddy - Dirty Money,coming home,diddy  dirty money,70,2010-01-01,False,5138
0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,audio_features,3rfhI32Il2hVRKDkuGeeen,spotify:track:3rfhI32Il2hVRKDkuGeeen,234453,4,Hey Baby (Drop It to the Floor) (feat. T-Pain),Planet Pit (Deluxe Version),Pitbull,hey baby drop it to the floor,pitbull,74,2011-06-17,False,5139
0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,audio_features,2ENexcMEMsYk0rVJigVD3i,spotify:track:2ENexcMEMsYk0rVJigVD3i,235493,4,Only Girl (In The World),Loud (Japan Version),Rihanna,only girl in the world,rihanna,83,2010-01-01,False,5140
0.379,0.746,2,-5.382,1,0.297,0.000986,0.0,0.313,0.574,80.94,audio_features,4zWn8RfTMyX0g5OaGIBA8I,spotify:track:4zWn8RfTMyX0g5OaGIBA8I,248587,4,6 Foot 7 Foot (feat. Cory Gunz),I Am Music,Lil Wayne,6 foot 7 foot,lil wayne,44,2023-03-31,False,5141
0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,audio_features,2OXidlnDThZR3zf36k6DVL,spotify:track:2OXidlnDThZR3zf36k6DVL,218840,4,Just A Kiss,Own The Night,Lady A,just a kiss,lady antebellum,64,2011-09-13,False,5142
0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,audio_features,2qYsSHsYkihWx043HVJQRV,spotify:track:2qYsSHsYkihWx043HVJQRV,229400,4,Dirt Road Anthem,My Kinda Party,Jason Aldean,dirt road anthem,jason aldean,74,2010-11-02,False,5143
0.76,0.795,4,-3.186,1,0.0912,0.00769,0.0,0.0332,0.834,119.987,audio_features,26qhM5zjCaoYlFCGolcbUa,spotify:track:26qhM5zjCaoYlFCGolcbUa,203053,4,Dynamite,Himnos para cantar a grito herido,Taio Cruz,dynamite,taio cruz,0,2023-05-05,False,5144
0.76,0.595,1,-6.366,1,0.0391,0.00543,0.0,0.241,0.361,131.494,audio_features,0b3JG16g8itfIrD0pQZBEd,spotify:track:0b3JG16g8itfIrD0pQZBEd,263773,4,No Hands,Party Hip Hop,Waka Flocka Flame,no hands,waka flocka flame,1,2023-05-05,True,5145
0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,audio_features,5cCAZS9VhLGEDV4NCfieeg,spotify:track:5cCAZS9VhLGEDV4NCfieeg,210267,4,I Wanna Go,Femme Fatale (Deluxe Version),Britney Spears,i wanna go,britney spears,68,2011-03-28,False,5146
0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,audio_features,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817,288600,4,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,DJ Khaled,im on one,dj khaled,72,2017-06-22,True,5147
0.668,0.858,7,-2.944,0,0.0544,0.0189,6.74e-06,0.0385,0.755,131.959,audio_features,6RbY2aOyXtNkTLSmztDrOk,spotify:track:6RbY2aOyXtNkTLSmztDrOk,215693,4,You Make Me Feel...,KINGSDAY 2023,Cobra Starship,you make me feel,cobra starship,2,2023-04-26,False,5148
0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,audio_features,2QtxlzvSBONjs1bDC34ixs,spotify:track:2QtxlzvSBONjs1bDC34ixs,241667,4,Yeah 3x,F.A.M.E. (Expanded Edition),Chris Brown,yeah 3x,chris brown,71,2011-03-22,True,5149
0.475,0.882,11,-3.883,1,0.351,0.406,0.0,0.241,0.369,98.001,audio_features,1ia019RqDK2o4QiANR1Dyn,spotify:track:1ia019RqDK2o4QiANR1Dyn,279307,4,Moment 4 Life,Pink Friday,Nicki Minaj,moment 4 life,nicki minaj,73,2010-01-01,True,5150
0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,audio_features,70ATm56tH7OrQ1zurYssz0,spotify:track:70ATm56tH7OrQ1zurYssz0,283733,4,I Need A Doctor,I Need A Doctor,Dr. Dre,i need a doctor,dr dre,72,2011-02-01,True,5151
0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,audio_features,3ZdJffjzJWFimSQyxgGIxN,spotify:track:3ZdJffjzJWFimSQyxgGIxN,237800,4,Just A Dream,5.0,Nelly,just a dream,nelly,76,2010-11-12,False,5152
0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,audio_features,6rbhWExtuchhpLC5fHnB8n,spotify:track:6rbhWExtuchhpLC5fHnB8n,230560,4,Motivation,Here I Am (Deluxe Version),Kelly Rowland,motivation,kelly rowland,64,2011-01-01,False,5153
0.778,0.777,9,-5.359,1,0.0362,0.0338,0.0218,0.0772,0.362,127.051,audio_features,0gBfLS4aqbrr1ZvVv8dqWB,spotify:track:0gBfLS4aqbrr1ZvVv8dqWB,247615,4,Stereo Love,Stereo Love,Edward Maya,stereo love,edward maya,66,2009-07-07,False,5154
0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,audio_features,0HZhYMZOcUzZKSFwPOti6m,spotify:track:0HZhYMZOcUzZKSFwPOti6m,246587,4,Jar of Hearts,lovestrong.,Christina Perri,jar of hearts,christina perri,74,2011-05-10,False,5155
0.523,0.804,3,-5.473,1,0.19,0.0531,0.0,0.0915,0.607,125.358,audio_features,4y2rJQJNbirqefNfLYjnRJ,spotify:track:4y2rJQJNbirqefNfLYjnRJ,227773,5,Roll Up,Viaggio in macchina,Wiz Khalifa,roll up,wiz khalifa,4,2023-04-28,True,5156
0.708,0.85,7,-4.166,1,0.319,0.126,0.0,0.241,0.797,130.05,audio_features,6v3hv23iH0j8ciVuYavsq0,spotify:track:6v3hv23iH0j8ciVuYavsq0,199560,4,Sexy And I Know It,Festival Dance Tent,LMFAO,sexy and i know it,lmfao,0,2023-05-02,False,5157
0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,audio_features,3ZuiIFm9nRnkRz8AZAekjJ,spotify:track:3ZuiIFm9nRnkRz8AZAekjJ,211253,4,Rocketeer,Free Wired,Far East Movement,rocketeer,far east movement,64,2010-01-01,False,5158
0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,audio_features,22L7bfCiAkJo5xGSQgmiIO,spotify:track:22L7bfCiAkJo5xGSQgmiIO,299613,4,All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,all of the lights,kanye west,80,2010-11-22,True,5159
0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,audio_features,7Dyq1bhhjknLKEGg4k5NLr,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,228827,4,Hold It Against Me,Femme Fatale (Deluxe Version),Britney Spears,hold it against me,britney spears,58,2011-03-28,False,5160
0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,audio_features,0aBKFfdyOD1Ttvgv0cfjjJ,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,219987,4,More - RedOne Jimmy Joker Remix,More,Usher,more,usher,70,2010-11-22,False,5161
0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,audio_features,2z4U9d5OAA4YLNXoCgioxo,spotify:track:2z4U9d5OAA4YLNXoCgioxo,220707,4,What the Hell,Goodbye Lullaby (Expanded Edition),Avril Lavigne,what the hell,avril lavigne,75,2011-03-08,False,5162
0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,audio_features,5m5TRf7ggoguXtcXQGprN4,spotify:track:5m5TRf7ggoguXtcXQGprN4,207653,4,Written in the Stars (feat. Eric Turner),Written in the Stars (feat. Eric Turner),Tinie Tempah,written in the stars,tinie tempah,60,2010-09-03,False,5163
0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,audio_features,4AYX69oFP3UOS1CFmV9UfO,spotify:track:4AYX69oFP3UOS1CFmV9UfO,242013,4,Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure (Deluxe Version)",Trey Songz,bottoms up,trey songz,74,2010-09-14,True,5164
0.672,0.87,7,-2.949,0,0.0972,0.0324,0.0,0.087,0.666,119.943,audio_features,3xNjZKstj7JqWWI30OAzEM,spotify:track:3xNjZKstj7JqWWI30OAzEM,221013,4,DJ Got Us Fallin' In Love (feat. Pitbull),Coronation Street Party,Usher,dj got us fallin in love,usher,7,2023-04-28,False,5165
0.388,0.633,9,-4.769,1,0.0275,0.0339,0.0,0.104,0.381,173.947,audio_features,49kjlZP49LMD1MrrcvXDET,spotify:track:49kjlZP49LMD1MrrcvXDET,252440,4,For the First Time,Science & Faith,The Script,for the first time,the script,69,2010-09-13,True,5166
0.482,0.849,4,-5.131,1,0.0388,0.0017,1.47e-06,0.121,0.724,205.571,audio_features,3LxzqGUIcWNfR9ajtkE9Q4,spotify:track:3LxzqGUIcWNfR9ajtkE9Q4,210720,4,Honey Bee,country summer 2023,Blake Shelton,honey bee,blake shelton,0,2023-05-06,False,5167
0.45,0.634,11,-4.814,1,0.0308,0.0985,0.0,0.0883,0.13,143.75,audio_features,2usybbJIyVPm1aeGK2bitr,spotify:track:2usybbJIyVPm1aeGK2bitr,256440,4,Don't You Wanna Stay (with Kelly Clarkson),My Kinda Party,Jason Aldean,dont you wanna stay,jason aldean,46,2010-11-02,False,5168
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,215227,4,We Found Love,Talk That Talk,Rihanna,we found love,rihanna,84,2011-11-18,False,5169
0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,audio_features,2Adn2LNgkHMH5TelQVAu4n,spotify:track:2Adn2LNgkHMH5TelQVAu4n,243920,4,Pretty Girl Rock,No Boys Allowed,Keri Hilson,pretty girl rock,keri hilson,66,2010-01-01,False,5170
0.521,0.701,2,-5.238,1,0.0458,0.0892,0.0,0.0876,0.518,127.087,audio_features,1ADciGUxOaUbBFd0rpYx7d,spotify:track:1ADciGUxOaUbBFd0rpYx7d,307360,4,You And I,Born This Way (International Special Edition Version),Lady Gaga,you and i,lady gaga,63,2011-05-23,False,5171
0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,audio_features,5AyL2kgLtTWEu3qO3B9SqK,spotify:track:5AyL2kgLtTWEu3qO3B9SqK,216893,4,Like A G6,Free Wired,Far East Movement,like a g6,far east movement,75,2010-01-01,False,5172
0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,audio_features,3UN6cIn3VIyg0z1LCuFSum,spotify:track:3UN6cIn3VIyg0z1LCuFSum,208133,4,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),David Guetta,without you,david guetta,73,2012-12-07,False,5173
